date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:56:43	948/948	---M-Z	404	error ('Not%20Found')	text/html	etag:%221clle4m%22	https://thestakerclass.com/robots.txt		(from )
13:56:43	3975/3975	---M-Z	200	added ('OK')	text/html	etag:%22hdowk0%22	https://thestakerclass.com/	/Users/oneilbenjamin/websites/staker/index-2.html	(from )
13:56:44	4930/4930	---M--	200	added ('OK')	image/png	etag:W/%224930-1689529019281%22	https://thestakerclass.com/favicon.png	/Users/oneilbenjamin/websites/staker/favicon.png	(from https://thestakerclass.com/)
13:56:45	14436/14436	---MCZ	200	added ('OK')	text/css	etag:W/%2214436-1689529019251%22	https://thestakerclass.com/_app/immutable/assets/0.68dfd37e.css	/Users/oneilbenjamin/websites/staker/_app/immutable/assets/0.68dfd37e.css	(from https://thestakerclass.com/)
13:56:46	7108/7108	---M--	200	added ('OK')	image/png	etag:W/%227108-1689529019281%22	https://thestakerclass.com/card.png	/Users/oneilbenjamin/websites/staker/card.png	(from https://thestakerclass.com/)
13:56:46	23991/23991	---MCZ	200	added ('OK')	application/javascript	etag:W/%2223991-1689529019277%22	https://thestakerclass.com/_app/immutable/entry/start.b5f2009c.js	/Users/oneilbenjamin/websites/staker/_app/immutable/entry/start.b5f2009c.js	(from https://thestakerclass.com/)
13:56:47	5357/5357	---M-Z	200	added ('OK')	application/javascript	etag:W/%225357-1689529019277%22	https://thestakerclass.com/_app/immutable/entry/app.0df964c4.js	/Users/oneilbenjamin/websites/staker/_app/immutable/entry/app.0df964c4.js	(from https://thestakerclass.com/)
13:56:49	7752/7752	---M--	200	added ('OK')	font/woff2	etag:W/%227752-1689529019281%22	https://thestakerclass.com/fonts/Pixelony.woff2	/Users/oneilbenjamin/websites/staker/fonts/Pixelony.woff2	(from https://thestakerclass.com/_app/immutable/assets/0.68dfd37e.css)
13:56:50	26852/26852	---M--	200	added ('OK')	font/ttf	etag:W/%2226852-1689529019281%22	https://thestakerclass.com/fonts/Pixelony.ttf	/Users/oneilbenjamin/websites/staker/fonts/Pixelony.ttf	(from https://thestakerclass.com/_app/immutable/assets/0.68dfd37e.css)
